resource,consumer
Diatoms_centric,Pseudosagitta_gazellae
Azadinium_sp,Pseudosagitta_gazellae
Dinoflagellates_heterosol,Pseudosagitta_gazellae
Gymnodinium_sp,Pseudosagitta_gazellae
Pelagobia_longicirrata,Pseudosagitta_gazellae
Euphausia_spp,Pseudosagitta_gazellae
Pseudosagitta_gazellae,Pseudosagitta_gazellae
Psolus_antarcticus,Fusitriton_magellanicus
Psolus_patagonicus,Fusitriton_magellanicus
Psolus_segregatus,Fusitriton_magellanicus
Diatoms_benthic,Psolus_antarcticus
Detritus,Psolus_antarcticus
Diatoms_benthic,Psolus_patagonicus
Detritus,Psolus_patagonicus
Detritus,Psolus_segregatus
Aplidium_spp,Pteraster_sp
Zygochlamys_patagonica,Pteraster_sp
Halichondrida,Pteraster_sp
Sabellidae,Colossendeis_megalonyx
Sabellidae,Fusitriton_magellanicus
Bacteria,Sabellidae
Diatoms_benthic,Sabellidae
Diatoms_centric,Sabellidae
Diatoms_pennate,Sabellidae
Detritus,Sabellidae
Oithona_spp,Sabellidae
Doryteuthis_gahi,Salilota_australis
Acanthoserolis_schythei,Salilota_australis
Neoserolis_exigua,Salilota_australis
Detritus,Schizasteridae
Doryteuthis_gahi,Spheniscus_magellanicus
Euphausia_spp,Spheniscus_magellanicus
Diatoms_centric,Sprattus_fuegensis
Syllidae,Aglaophamus_virginis
Syllidae,Glycera_spp
Bacteria,Syllidae
Diatoms_benthic,Syllidae
Diatoms_centric,Syllidae
Diatoms_pennate,Syllidae
Foraminifera,Syllidae
Detritus,Syllidae
Pagurus_comptus,Thalassarche_chrysostoma
Pagurus_forceps,Thalassarche_chrysostoma
Lepidonotothen_squamifrons,Thalassarche_chrysostoma
Patagonotothen_guntheri,Thalassarche_chrysostoma
Euphausia_spp,Thalassarche_chrysostoma
Jassa_alonsoae,Thalassarche_melanophris
Halicarcinus_planatus,Thalassarche_melanophris
Lepidonotothen_squamifrons,Thalassarche_melanophris
Macrourus_holotrachys,Thalassarche_melanophris
Acanthoserolis_schythei,Thalassarche_melanophris
Neoserolis_exigua,Thalassarche_melanophris
Euphausia_spp,Thalassarche_melanophris
Detritus,Travisia_kerguelensis
Enteroctopus_megalocyathus,Genypterus_blacodes
Enteroctopus_megalocyathus,Squalus_acanthias
Bacteria,Cyrtostrombidium_sp
Bacteria,Laboea_strobila
Bacteria,Lohmanniella_sp
Bacteria,Strombidinopsis_sp
Bacteria,Strombidium_spp
Bacteria,Scissurella_clathrata
Detritus,Brachiopoda_spp
Halicarcinus_planatus,Anasterias_sp
Pagurus_comptus,Anasterias_sp
Pareuthria_spp,Anasterias_sp
Trophon_geversianus,Anasterias_sp
Turbonilla_strebeli,Anasterias_sp
Harmothoe_sp,Anasterias_sp
Tonicia_lebruni,Anasterias_sp
Diatoms_benthic,Ampharete_kerguelensis
Diatoms_centric,Ampharete_kerguelensis
Diatoms_pennate,Ampharete_kerguelensis
Pagurus_comptus,Bathyraja_cousseauae
Pagurus_forceps,Bathyraja_cousseauae
Neoserolis_exigua,Bathyraja_cousseauae
Acanthoserolis_schythei,Bathyraja_cousseauae
Pagurus_comptus,Bathyraja_griseocauda
Pagurus_forceps,Bathyraja_griseocauda
Libidoclaea_granaria,Bathyraja_griseocauda
Macruronus_novaezelandiae,Bathyraja_griseocauda
Genypterus_blacodes,Bathyraja_griseocauda
Odontocymbiola_magellanica,Bathyraja_griseocauda
Neoserolis_exigua,Bathyraja_griseocauda
Acanthoserolis_schythei,Bathyraja_griseocauda
Libidoclaea_granaria,Bathyraja_multispinis
Thymops_birsteini,Bathyraja_multispinis
Munida_spinosa,Bathyraja_multispinis
Pagurus_comptus,Bathyraja_multispinis
Neoserolis_exigua,Bathyraja_multispinis
Acanthoserolis_schythei,Bathyraja_multispinis
Nicolea_chilensis,Bathyraja_multispinis
Pista_spp,Bathyraja_multispinis
Terebellides_malvinensis,Bathyraja_multispinis
Thelepus_sp,Bathyraja_multispinis
Themisto_gaudichaudii,Bathyraja_scaphiops
Patagonotothen_cornucola,Bathyraja_scaphiops
Patagonotothen_elegans,Bathyraja_scaphiops
Patagonotothen_guntheri,Bathyraja_scaphiops
Patagonotothen_ramsayi,Bathyraja_scaphiops
Patagonotothen_kreffti,Bathyraja_scaphiops
Neoserolis_exigua,Bathyraja_scaphiops
Acanthoserolis_schythei,Bathyraja_scaphiops
Detritus,Acanthoserolis_schythei
Detritus,Halicarcinus_planatus
Detritus,Neoserolis_exigua
Diatoms_benthic,Themisto_gaudichaudii
Diatoms_centric,Themisto_gaudichaudii
Diatoms_pennate,Themisto_gaudichaudii
Appendicularia_spp,Sprattus_fuegensis
Eggs_Fish,Sprattus_fuegensis
Eukrohnia_hamata,Sprattus_fuegensis
Euphausia_spp,Sprattus_fuegensis
Pseudosagitta_gazellae,Sprattus_fuegensis
Serratosagitta_tasmanica,Sprattus_fuegensis
Larvae_Fish,Eukrohnia_hamata
Copepodite,Larvae_Fish
Larvae_Fish,Pseudosagitta_gazellae
Larvae_Fish,Serratosagitta_tasmanica
Calanus_spp,Larvae_Fish
Larvae_Nauplii,Larvae_Fish
Appendicularia_spp,Pseudosagitta_gazellae
Calanus_spp,Pseudosagitta_gazellae
Calanus_spp,Tinerfe_cyanea
Detritus,Advenogonium_fuegiae
Detritus,Allorostrata_ovalis
Detritus,Allorostrata_scutifrons
Detritus,Austrofilius_furcatus
Detritus,Austrofilius_sp
Detritus,Austronanus_dentatus
Detritus,Caecianiropsis_ectiformis
Foraminifera,Coperonus_comptus
Detritus,Coperonus_comptus
Detritus,Cryosignum_sp
Detritus,Desmosoma_sp
Foraminifera,Echinozone_sp
Detritus,Echinozone_sp
Detritus,Ianiropsis_sp
Detritus,Ianthopsis_laevis
Detritus,Iathrippa_menziesi
Detritus,Iathrippa_multidens
Detritus,Iathrippa_sp
Detritus,Joeropsis_curvicornis
Detritus,Joeropsis_intermedius
Detritus,Joeropsis_sp
Detritus,Meridiosignum_menziesi
Detritus,Meridiosignum_undulatum
Detritus,Munna_gallardoi
Detritus,Munna_longipoda
Detritus,Munna_pallida
Detritus,Munnogonium_diplonychia
Detritus,Munnogonium_falklandicum
Detritus,Neasellus_argentinensis
Detritus,Neasellus_bicarinatus
Detritus,Neojaera_antarctica
Detritus,Paramunna_integra
Detritus,Pleurosignum_chilense
Detritus,Pleurosignum_magnum
Detritus,Pseudidothea_miersi
Detritus,Quetzogonium_dentatum
Detritus,Rectarcturus_kophameli
Detritus,Rectarcturus_tuberculatus
Detritus,Santia_compacta
Detritus,Sporonana_sp
Detritus,Uromunna_nana
Detritus,Uromunna_sp
Necromass,Acodontaster_elongatus
Necromass,Acodontaster_sp
Austrocidaris_canaliculata,Cosmasterias_lurida
Austrocidaris_spinulosida,Cosmasterias_lurida
Pseudechinus_magellanicus,Cosmasterias_lurida
Schizasteridae,Cosmasterias_lurida
Sterechinus_agassizii,Cosmasterias_lurida
Necromass,Cosmasterias_lurida
Callochiton_puniceus,Cosmasterias_lurida
Leptochiton_kerguelensis,Cosmasterias_lurida
Leptochiton_medinae,Cosmasterias_lurida
Nuttallochiton_hyadesi,Cosmasterias_lurida
Nuttallochiton_martiali,Cosmasterias_lurida
Tonicia_lebruni,Cosmasterias_lurida
Detritus,Ctenodiscus_australis
Necromass,Diplodontias_singularis
Necromass,Odontaster_penicillatus
Necromass,Odontaster_sp
Necromass,Odontasteridae
Cyclochlamys_argentina,Fuegotrophon_pallidus
Eurhomalea_sp,Fuegotrophon_pallidus
Hiatella_sp,Fuegotrophon_pallidus
Zygochlamys_patagonica,Fuegotrophon_pallidus
Calliostoma_spp,Fuegotrophon_pallidus
Colpospirella_algida,Fuegotrophon_pallidus
Epitonium_sp,Fuegotrophon_pallidus
Odostomia_sp,Fuegotrophon_pallidus
Pellilitorina_pellita,Fuegotrophon_pallidus
Astarte_sp,Tectonatica_impervia
Cyclochlamys_argentina,Trophon_geversianus
Eurhomalea_sp,Trophon_geversianus
Zygochlamys_patagonica,Trophon_geversianus
Calliostoma_spp,Trophon_geversianus
Colpospirella_algida,Trophon_geversianus
Epitonium_sp,Trophon_geversianus
Odostomia_sp,Trophon_geversianus
Pellilitorina_pellita,Trophon_geversianus
Cyclochlamys_argentina,Trophon_ohlini
Eurhomalea_sp,Trophon_ohlini
Hiatella_sp,Trophon_ohlini
Zygochlamys_patagonica,Trophon_ohlini
Calliostoma_spp,Trophon_ohlini
Colpospirella_algida,Trophon_ohlini
Epitonium_sp,Trophon_ohlini
Odostomia_sp,Trophon_ohlini
Pellilitorina_pellita,Trophon_ohlini
Cyclochlamys_argentina,Trophon_plicatus
Eurhomalea_sp,Trophon_plicatus
Hiatella_sp,Trophon_plicatus
Zygochlamys_patagonica,Trophon_plicatus
Calliostoma_spp,Trophon_plicatus
Colpospirella_algida,Trophon_plicatus
Epitonium_sp,Trophon_plicatus
Odostomia_sp,Trophon_plicatus
Pellilitorina_pellita,Trophon_plicatus
Detritus,Campylonotus_vagans
Thymops_birsteini,Dissostichus_eleginoides
Brachiopoda_spp,Eurypodius_latreillii
Brachiopoda_spp,Eurypodius_longirostris
Brachiopoda_spp,Eurypodius_sp
Brachiopoda_spp,Lithodes_confundens
Thouarella_spp,Lithodes_confundens
Austrocidaris_canaliculata,Lithodes_confundens
Austrocidaris_spinulosida,Lithodes_confundens
Pseudechinus_magellanicus,Lithodes_confundens
Schizasteridae,Lithodes_confundens
Sterechinus_agassizii,Lithodes_confundens
Necromass,Lithodes_confundens
Brachiopoda_spp,Lithodes_couesi
Thouarella_spp,Lithodes_couesi
Austrocidaris_canaliculata,Lithodes_couesi
Austrocidaris_spinulosida,Lithodes_couesi
Pseudechinus_magellanicus,Lithodes_couesi
Schizasteridae,Lithodes_couesi
Sterechinus_agassizii,Lithodes_couesi
Necromass,Lithodes_couesi
Thouarella_spp,Lithodes_turkayi
Austrocidaris_canaliculata,Lithodes_turkayi
Austrocidaris_spinulosida,Lithodes_turkayi
Pseudechinus_magellanicus,Lithodes_turkayi
Schizasteridae,Lithodes_turkayi
Sterechinus_agassizii,Lithodes_turkayi
Necromass,Lithodes_turkayi
Brachiopoda_spp,Pagurus_comptus
Brachiopoda_spp,Pagurus_forceps
Brachiopoda_spp,Paralomis_spinosissima
Detritus,Sympagurus_dimorphus
Brachiopoda_spp,Thymops_birsteini
Calanus_spp,Sprattus_fuegensis
Clausocalanus_spp,Sprattus_fuegensis
Ctenocalanus_vanus,Sprattus_fuegensis
Drepanopus_forcipatus,Sprattus_fuegensis
Neocalanus_tonsus,Sprattus_fuegensis
Oithona_spp,Sprattus_fuegensis
Rhincalanus_gigas,Sprattus_fuegensis
Sprattus_fuegensis,Ardenna_gravis
Sprattus_fuegensis,Ardenna_grisea
Sprattus_fuegensis,Daption_capense
Enteroctopus_megalocyathus,Eudyptes_chrysocome
Larvae_Fish,Eudyptes_chrysocome
Themisto_gaudichaudii,Fulmarus_glacialoides
Sprattus_fuegensis,Fulmarus_glacialoides
Necromass,Fulmarus_glacialoides
Doryteuthis_gahi,Macronectes_halli
Sprattus_fuegensis,Phalacrocorax_atriceps
Munida_gregaria,Spheniscus_magellanicus
Munida_spinosa,Spheniscus_magellanicus
Sprattus_fuegensis,Thalassarche_melanophris
Enteroctopus_megalocyathus,Arctocephalus_australis
Munida_gregaria,Arctocephalus_australis
Dissostichus_eleginoides,Arctocephalus_australis
Macrourus_carinatus,Arctocephalus_australis
Macrourus_holotrachys,Arctocephalus_australis
Macrourus_whitsoni,Arctocephalus_australis
Macruronus_novaezelandiae,Arctocephalus_australis
Muraenolepis_spp,Arctocephalus_australis
Notophycis_marginata,Arctocephalus_australis
Patagonotothen_cornucola,Arctocephalus_australis
Patagonotothen_elegans,Arctocephalus_australis
Patagonotothen_guntheri,Arctocephalus_australis
Patagonotothen_kreffti,Arctocephalus_australis
Patagonotothen_ramsayi,Arctocephalus_australis
Coelorinchus_fasciatus,Arctocephalus_australis
Coelorinchus_kayomaru,Arctocephalus_australis
Coelorinchus_marinii,Arctocephalus_australis
Genypterus_blacodes,Arctocephalus_australis
Guttigadus_kongi,Arctocephalus_australis
Salilota_australis,Arctocephalus_australis
Micromesistius_australis,Arctocephalus_australis
Sprattus_fuegensis,Arctocephalus_australis
Sprattus_fuegensis,Balaenoptera_acutorostrata
Clausocalanus_spp,Balaenoptera_acutorostrata
Ctenocalanus_vanus,Balaenoptera_acutorostrata
Drepanopus_forcipatus,Balaenoptera_acutorostrata
Neocalanus_tonsus,Balaenoptera_acutorostrata
Oithona_spp,Balaenoptera_acutorostrata
Rhincalanus_gigas,Balaenoptera_acutorostrata
Sprattus_fuegensis,Balaenoptera_bonaerensis
Calanus_spp,Balaenoptera_bonaerensis
Clausocalanus_spp,Balaenoptera_bonaerensis
Ctenocalanus_vanus,Balaenoptera_bonaerensis
Drepanopus_forcipatus,Balaenoptera_bonaerensis
Neocalanus_tonsus,Balaenoptera_bonaerensis
Oithona_spp,Balaenoptera_bonaerensis
Rhincalanus_gigas,Balaenoptera_bonaerensis
Sprattus_fuegensis,Balaenoptera_borealis
Clausocalanus_spp,Balaenoptera_borealis
Ctenocalanus_vanus,Balaenoptera_borealis
Drepanopus_forcipatus,Balaenoptera_borealis
Neocalanus_tonsus,Balaenoptera_borealis
Oithona_spp,Balaenoptera_borealis
Rhincalanus_gigas,Balaenoptera_borealis
Sprattus_fuegensis,Balaenoptera_physalus
Clausocalanus_spp,Balaenoptera_physalus
Ctenocalanus_vanus,Balaenoptera_physalus
Drepanopus_forcipatus,Balaenoptera_physalus
Oithona_spp,Balaenoptera_physalus
Rhincalanus_gigas,Balaenoptera_physalus
Calanus_spp,Eubalaena_australis
Clausocalanus_spp,Eubalaena_australis
Ctenocalanus_vanus,Eubalaena_australis
Drepanopus_forcipatus,Eubalaena_australis
Euphausia_spp,Eubalaena_australis
Neocalanus_tonsus,Eubalaena_australis
Oithona_spp,Eubalaena_australis
Rhincalanus_gigas,Eubalaena_australis
Enteroctopus_megalocyathus,Globicephala_melas
Dissostichus_eleginoides,Globicephala_melas
Lepidonotothen_squamifrons,Globicephala_melas
Macruronus_novaezelandiae,Globicephala_melas
Patagonotothen_cornucola,Globicephala_melas
Patagonotothen_guntheri,Globicephala_melas
Patagonotothen_kreffti,Globicephala_melas
Patagonotothen_ramsayi,Globicephala_melas
Macruronus_novaezelandiae,Hyperoodon_planifrons
Doryteuthis_gahi,Lagenorhynchus_australis
Enteroctopus_megalocyathus,Lagenorhynchus_australis
Munida_gregaria,Lagenorhynchus_australis
Patagonotothen_cornucola,Lagenorhynchus_australis
Patagonotothen_elegans,Lagenorhynchus_australis
Patagonotothen_guntheri,Lagenorhynchus_australis
Patagonotothen_kreffti,Lagenorhynchus_australis
Patagonotothen_ramsayi,Lagenorhynchus_australis
Sprattus_fuegensis,Lagenorhynchus_australis
Macruronus_novaezelandiae,Mesoplodon_layardii
Enteroctopus_megalocyathus,Otaria_flavescens
Munida_gregaria,Otaria_flavescens
Dissostichus_eleginoides,Otaria_flavescens
Macrourus_carinatus,Otaria_flavescens
Macrourus_holotrachys,Otaria_flavescens
Macrourus_whitsoni,Otaria_flavescens
Macruronus_novaezelandiae,Otaria_flavescens
Muraenolepis_spp,Otaria_flavescens
Notophycis_marginata,Otaria_flavescens
Patagonotothen_cornucola,Otaria_flavescens
Patagonotothen_elegans,Otaria_flavescens
Patagonotothen_guntheri,Otaria_flavescens
Patagonotothen_kreffti,Otaria_flavescens
Patagonotothen_ramsayi,Otaria_flavescens
Coelorinchus_fasciatus,Otaria_flavescens
Coelorinchus_kayomaru,Otaria_flavescens
Coelorinchus_marinii,Otaria_flavescens
Guttigadus_kongi,Otaria_flavescens
Salilota_australis,Otaria_flavescens
Micromesistius_australis,Otaria_flavescens
Sprattus_fuegensis,Otaria_flavescens
Macruronus_novaezelandiae,Ziphius_cavirostris
Bacteria,Cumella_argentinae
Detritus,Hemilamprops_chilensis
Detritus,Leucon_septemdentatus
Detritus,Platytyphlops_sarahae
Convexella_magelhaenica,Dactylanthus_antarcticus
Detritus,Leptochiton_kerguelensis
Aspidostoma_giganteum,Nuttallochiton_hyadesi
Bacteria,Aplidium_spp
Emiliania_huxleyi,Aplidium_spp
Phaeocystis_antarctica,Aplidium_spp
Diatoms_benthic,Aplidium_spp
Diatoms_centric,Aplidium_spp
Diatoms_pennate,Aplidium_spp
Azadinium_sp,Aplidium_spp
Dinoflagellates_heterosol,Aplidium_spp
Gymnodinium_sp,Aplidium_spp
Detritus,Aplidium_spp
Bacteria,Ascidia_meridionalis
Emiliania_huxleyi,Ascidia_meridionalis
Phaeocystis_antarctica,Ascidia_meridionalis
Diatoms_benthic,Ascidia_meridionalis
Diatoms_centric,Ascidia_meridionalis
Diatoms_pennate,Ascidia_meridionalis
Azadinium_sp,Ascidia_meridionalis
Dinoflagellates_heterosol,Ascidia_meridionalis
Gymnodinium_sp,Ascidia_meridionalis
Detritus,Ascidia_meridionalis
Bacteria,Cystodytes_antarcticus
Emiliania_huxleyi,Cystodytes_antarcticus
Phaeocystis_antarctica,Cystodytes_antarcticus
Diatoms_benthic,Cystodytes_antarcticus
Diatoms_centric,Cystodytes_antarcticus
Diatoms_pennate,Cystodytes_antarcticus
Azadinium_sp,Cystodytes_antarcticus
Dinoflagellates_heterosol,Cystodytes_antarcticus
Gymnodinium_sp,Cystodytes_antarcticus
Detritus,Cystodytes_antarcticus
Bacteria,Didemnum_studeri
Emiliania_huxleyi,Didemnum_studeri
Phaeocystis_antarctica,Didemnum_studeri
Diatoms_benthic,Didemnum_studeri
Diatoms_centric,Didemnum_studeri
Diatoms_pennate,Didemnum_studeri
Azadinium_sp,Didemnum_studeri
Dinoflagellates_heterosol,Didemnum_studeri
Gymnodinium_sp,Didemnum_studeri
Detritus,Didemnum_studeri
Emiliania_huxleyi,Haplosclerida
Phaeocystis_antarctica,Haplosclerida
Emiliania_huxleyi,Poecilosclerida
Phaeocystis_antarctica,Poecilosclerida
Bacteria,Polyclinidae
Emiliania_huxleyi,Polyclinidae
Phaeocystis_antarctica,Polyclinidae
Azadinium_sp,Polyclinidae
Dinoflagellates_heterosol,Polyclinidae
Gymnodinium_sp,Polyclinidae
Detritus,Polyclinidae
Bacteria,Pyura_spp
Emiliania_huxleyi,Pyura_spp
Phaeocystis_antarctica,Pyura_spp
Diatoms_benthic,Pyura_spp
Diatoms_centric,Pyura_spp
Diatoms_pennate,Pyura_spp
Azadinium_sp,Pyura_spp
Dinoflagellates_heterosol,Pyura_spp
Gymnodinium_sp,Pyura_spp
Detritus,Pyura_spp
Bacteria,Sycozoa_sigillinoides
Emiliania_huxleyi,Sycozoa_sigillinoides
Phaeocystis_antarctica,Sycozoa_sigillinoides
Diatoms_benthic,Sycozoa_sigillinoides
Diatoms_centric,Sycozoa_sigillinoides
Diatoms_pennate,Sycozoa_sigillinoides
Azadinium_sp,Sycozoa_sigillinoides
Dinoflagellates_heterosol,Sycozoa_sigillinoides
Gymnodinium_sp,Sycozoa_sigillinoides
Detritus,Sycozoa_sigillinoides
Bacteria,Tetrazona_glareosa
Emiliania_huxleyi,Tetrazona_glareosa
Phaeocystis_antarctica,Tetrazona_glareosa
Diatoms_benthic,Tetrazona_glareosa
Diatoms_centric,Tetrazona_glareosa
Diatoms_pennate,Tetrazona_glareosa
Azadinium_sp,Tetrazona_glareosa
Dinoflagellates_heterosol,Tetrazona_glareosa
Gymnodinium_sp,Tetrazona_glareosa
Detritus,Tetrazona_glareosa
Aspidostoma_giganteum,Callochiton_puniceus
Detritus,Callochiton_puniceus
Aspidostoma_giganteum,Leptochiton_kerguelensis
Aspidostoma_giganteum,Leptochiton_medinae
Detritus,Leptochiton_medinae
Detritus,Nuttallochiton_hyadesi
Aspidostoma_giganteum,Nuttallochiton_martiali
Detritus,Nuttallochiton_martiali
Aspidostoma_giganteum,Tonicia_lebruni
Detritus,Tonicia_lebruni
Appendicularia_spp,Larvae_Fish
Azadinium_sp,Calcarea
Dinoflagellates_heterosol,Calcarea
Foraminifera,Calcarea
Synechococcus_sp,Calcarea
Dictyocha_speculum,Calcarea
Azadinium_sp,Tetractinellida
Dinoflagellates_heterosol,Tetractinellida
Foraminifera,Tetractinellida
Synechococcus_sp,Tetractinellida
Dictyocha_speculum,Tetractinellida
Azadinium_sp,Haplosclerida
Dinoflagellates_heterosol,Haplosclerida
Foraminifera,Haplosclerida
Synechococcus_sp,Haplosclerida
Dictyocha_speculum,Haplosclerida
Azadinium_sp,Poecilosclerida
Dinoflagellates_heterosol,Poecilosclerida
Foraminifera,Poecilosclerida
Synechococcus_sp,Poecilosclerida
Dictyocha_speculum,Poecilosclerida
Dinoflagellates_heterosol,Zygochlamys_patagonica
Foraminifera,Zygochlamys_patagonica
Detritus,Zygochlamys_patagonica
Dictyocha_speculum,Zygochlamys_patagonica
Larvae_Nauplii,Zygochlamys_patagonica
Diatoms_benthic,Laetmonice_producta
Diatoms_centric,Laetmonice_producta
Diatoms_pennate,Laetmonice_producta
