ID,TrophicSpecies,FunctionalGroup,TotalDegree,NumPrey,NumPred,Between,Close,TL,Omn,meanTrophicSimil,TopRole,Habitat
72,Harmothoe_sp,Polychaeta,14,7,7,136.0642080267227,0.001176470588235294,2.684,0.927,0.083782004369237,modcon,Benthic
73,Hermadion_magalhaensi,Polychaeta,2,0,2,0,8.635578583765112e-4,1,0,0.02799796899038831,modspe,Benthic
74,Polydora_sp,Polychaeta,15,10,5,213.26547271356094,0.001037344398340249,2.726,0.546,0.05137454576857419,modspe,Benthic
75,Polyeunoa_laevis,Polychaeta,6,2,4,46.78610302786133,0.0011025358324145535,2.5,0.25,0.07408415523580344,modcon,Benthic
76,Spiophanes_sp,Polychaeta,8,3,5,4.327482517482518,0.0010799136069114472,2.733,0.276,0.05966775324754728,modspe,Benthic
77,Ampharete_kerguelensis,Polychaeta,8,6,2,5.107309747842997,0.0011614401858304297,2.167,0.139,0.13021152912217726,modcon,Benthic
78,Bacteria,Bacteria,35,0,35,0,9.9601593625498e-4,1,0,0.01780795508527545,modspe,NA
79,Anasterias_antarctica,Echinodermata,2,2,0,0,7.25689404934688e-4,3.571,0,0.01401949286493466,modspe,Benthic
80,Halicarcinus_planatus,Decapoda,7,2,5,89.78530911516393,0.001076426264800861,3.303,1.699,0.05598809610071699,modcon,NA
81,Anasterias_sp,Echinodermata,6,6,0,0,8.818342151675485e-4,3.109,0.72,0.0069956530854199525,modcon,Benthic
82,Pagurus_comptus,Decapoda,15,3,12,19.176654514101767,0.001177856301531213,2.333,0.222,0.057344034550013294,modspe,NA
83,Pareuthria_spp,Gastropoda,2,0,2,0,8.223684210526315e-4,1,0,0.02323260912034877,modspe,Benthic
84,Turbonilla_strebeli,Gastropoda,2,0,2,0,7.215007215007215e-4,1,0,0.006367794524316264,modspe,Benthic
85,Tonicia_lebruni,Polyplacophora,5,3,2,2.5357142857142856,0.001075268817204301,2.333,0.222,0.08846916641769315,modspe,Benthic
86,Andaniotes_linearis,Amphipoda,1,1,0,0,7.363770250368188e-4,2,0,0.024231543619778917,modspe,NA
87,Anobothrus_sp,Polychaeta,3,1,2,0.29377952351277536,0.0010822510822510823,2,0,0.12188067004734218,modcon,Benthic
88,Anthoptilum_grandiflorum,Coral,9,9,0,0,0.0010504201680672268,2.778,0.395,0.06752668954909219,modspe,NA
89,Cyrtostrombidium_sp,Ciliates,12,1,11,5.966233766233767,9.293680297397769e-4,2,0,0.033540100905619485,modspe,Pelagic
90,Laboea_strobila,Ciliates,12,1,11,5.966233766233767,9.293680297397769e-4,2,0,0.033540100905619485,modspe,Pelagic
91,Lohmanniella_sp,Ciliates,12,1,11,5.966233766233767,9.293680297397769e-4,2,0,0.033540100905619485,modspe,Pelagic
92,Strobilidium_sp,Ciliates,12,1,11,59,9.182736455463728e-4,3,0,0.030437608258172346,modspe,Pelagic
93,Strombidinopsis_sp,Ciliates,12,1,11,5.966233766233767,9.293680297397769e-4,2,0,0.033540100905619485,modspe,Pelagic
94,Strombidium_spp,Ciliates,14,1,13,21.014935064935063,9.433962264150943e-4,2,0,0.03426589920930029,modspe,Pelagic
95,Dinoflagellates_heterosol,Dinoflagellates,38,0,38,0,0.001081081081081081,1,0,0.03257246313857088,modspe,NA
96,Aplidium_spp,Ascidiacea,13,10,3,9.017857142857142,0.001092896174863388,2.1,0.09,0.09044495443558015,modspe,Benthic
97,Emiliania_huxleyi,Coccolithophorids,22,0,22,0,9.718172983479105e-4,1,0,0.022717667175600836,modspe,NA
98,Phaeocystis_antarctica,Coccolithophorids,20,0,20,0,9.624639076034649e-4,1,0,0.023177202419337264,modspe,NA
99,Azadinium_sp,Dinoflagellates,21,0,21,0,9.737098344693282e-4,1,0,0.0295619337914538,modspe,NA
100,Gymnodinium_sp,Dinoflagellates,27,5,22,178.21171766992614,0.0010548523206751054,2,0,0.042277065380810386,modspe,NA
101,Appendicularia_spp,Zooplankton,11,8,3,119.80375251998457,0.0011299435028248588,2.275,0.229,0.061052241506164506,modcon,Pelagic
102,Synechococcus_sp,Phytoplankton_Misc,7,0,7,0,8.771929824561404e-4,1,0,0.012146603645252349,modspe,NA
103,Arctocephalus_australis,MarineMammals_2,23,23,0,0,9.881422924901185e-4,4.207,0.884,0.041464197814405246,modspe,Land-based
104,Enteroctopodidae,Cephalopoda,28,14,14,394.8233240839647,0.0010193679918450561,3.564,0.312,0.0282456546122617,modspe,Pelagic
105,Grimothea_gregaria,Decapoda,32,2,30,27.118481630552797,0.0011627906976744186,2.5,0.25,0.04817232739617995,modspe,NA
106,Dissostichus_eleginoides,Fish_BenPel,49,30,19,2285.1958504344007,0.0011148272017837235,4.01,0.797,0.043667491327899016,modhub,Benthopelagic
107,Macrourus_carinatus,Fish_BenPel,17,13,4,51.55831911146849,0.0010245901639344263,4.133,0.455,0.034710889295336986,modspe,Benthopelagic
108,Macrourus_holotrachys,Fish_BenPel,16,10,6,57.85337136196222,0.001006036217303823,3.797,0.528,0.03569326910395787,modspe,Benthopelagic
109,Macrourus_whitsoni,Fish_BenPel,6,2,4,0.4177626828384958,8.888888888888889e-4,3.966,0.237,0.030266821757910366,modspe,Benthopelagic
110,Macruronus_novaezelandiae,Fish_BenPel,19,10,9,55.309505936543005,0.0010362694300518134,3.737,0.342,0.04922458445888055,modspe,Benthopelagic
111,Notophycis_marginata,Fish_BenPel,6,0,6,0,8.116883116883117e-4,1,0,0.024742332162994145,modspe,Benthopelagic
112,Patagonotothen_cornucola,Fish_BenPel,8,1,7,1.2991166618211178,9.140767824497258e-4,3,0,0.025152892474820766,modspe,Benthopelagic
113,Patagonotothen_elegans,Fish_BenPel,7,1,6,1.0596530602885508,9.115770282588879e-4,3,0,0.02542425211241811,modspe,Benthopelagic
114,Patagonotothen_kreffti,Fish_BenPel,7,1,6,1.156259518963975,9.115770282588879e-4,3,0,0.02255595194257621,modspe,Benthopelagic
115,Coelorinchus_fasciatus,Fish_Demersal,16,8,8,152.71463109947882,9.910802775024777e-4,3.482,0.446,0.03686572336163767,modspe,Demersal
116,Coelorinchus_kayomaru,Fish_Demersal,3,0,3,0,7.8003120124805e-4,1,0,0.014230666877786518,modspe,Demersal
117,Coelorinchus_marinii,Fish_Demersal,8,5,3,4.945082047370377,9.900990099009901e-4,3.327,0.658,0.029987116642961033,modspe,Demersal
118,Genypterus_blacodes,Fish_Demersal,17,12,5,89.88584387065653,0.0010319917440660474,3.766,0.614,0.045546170441345055,modspe,Demersal
119,Guttigadus_kongi,Fish_Demersal,3,0,3,0,7.84313725490196e-4,1,0,0.016042205855604567,modspe,Demersal
120,Salilota_australis,Fish_Demersal,18,13,5,2422.566560560449,0.0010204081632653062,4.212,0.539,0.05166486303838368,modspe,Demersal
121,Micromesistius_australis,Fish_Pel,34,15,19,749.4685588862683,0.0010515247108307045,3.632,1.214,0.04013458592429818,modspe,Pelagic
122,Sprattus_fuegensis,Fish_Pel,42,17,25,390.0794584022334,0.0011494252873563218,3.454,0.688,0.047604018766615616,modspe,Pelagic
123,Ardenna_gravis,SeaBirds,6,6,0,0,9.140767824497258e-4,3.911,0.943,0.04944819882085949,modspe,Land-based
124,Ardenna_grisea,SeaBirds,6,6,0,0,9.140767824497258e-4,3.911,0.943,0.04944819882085949,modspe,Land-based
125,Poecilosclerida,Porifera,17,12,5,37.66930910715541,0.0011261261261261261,2.083,0.076,0.07976834560497971,modspe,Benthic
126,Aristias_antarcticus,Amphipoda,1,1,0,0,7.930214115781126e-4,3.083,0,0.006472778702848501,modspe,NA
127,Colossendeis_megalonyx,Benthos_Misc,8,2,6,246.66091269841274,9.302325581395349e-4,3.786,0.285,0.013021120819394725,modcon,Benthic
128,Asbestopluma_sp,Porifera,3,3,0,0,8.183306055646482e-4,3.861,0.436,0.009914677520456659,modcon,Benthic
129,Larvae_Nauplii,Zooplankton,13,7,6,82.25891673252895,0.0010504201680672268,2.286,0.204,0.05715924691049624,modcon,Pelagic
130,Oithona_spp,Copepoda,28,12,16,610.6622537098838,0.0011173184357541898,2.51,0.408,0.054204026300281226,modcon,NA
131,Ascidia_meridionalis,Ascidiacea,12,10,2,3.184523809523809,0.0010905125408942203,2.1,0.09,0.09587992437741205,modspe,Benthic
132,Astarte_sp,Bivalvia,9,4,5,10.391666666666666,8.992805755395684e-4,2,0,0.05605174179369323,modspe,NA
133,Astrotoma_agassizii,Echinodermata,11,8,3,53.62063492063491,0.001152073732718894,2.435,0.334,0.0871983986177378,modcon,Benthic
134,Dictyocha_speculum,Silicoflagellates,18,0,18,0,9.587727708533077e-4,1,0,0.026591184414852986,modspe,NA
135,Puncturella_conica,Gastropoda,4,3,1,9.5,0.0010111223458038423,2.333,0.222,0.0811013752398491,modspe,Benthic
136,Haplosclerida,Porifera,16,11,5,55.14456370251436,0.0011235955056179776,2.091,0.083,0.07868812877808475,modcon,Benthic
137,Austrodoris_sp,Gastropoda,5,1,4,26.029727899832263,9.84251968503937e-4,3.091,0,0.02824953427476697,modspe,Benthic
138,Austrofilius_furcatus,Isopoda,1,1,0,0,9.49667616334283e-4,2,0,0.1824134210016563,modspe,NA
139,Austrofilius_sp,Isopoda,1,1,0,0,9.49667616334283e-4,2,0,0.1824134210016563,modspe,NA
140,Austronanus_dentatus,Isopoda,1,1,0,0,9.49667616334283e-4,2,0,0.1824134210016563,modspe,NA
141,Balaenoptera_acutorostrata,MarineMammals_1,13,13,0,0,9.68054211035818e-4,3.575,0.389,0.04825282746713704,modspe,Pelagic
142,Calanus_spp,Zooplankton,36,16,20,503.2952663103573,0.0012642225031605564,2.5,0.375,0.05932493563636462,modhub,Pelagic
143,Clausocalanus_spp,Zooplankton,27,13,14,140.64045661356562,0.001075268817204301,2.615,0.391,0.051081833518681556,modspe,Pelagic
144,Ctenocalanus_vanus,Copepoda,29,16,13,121.32988930819462,0.001081081081081081,2.696,0.457,0.05420551007461019,modhub,NA
145,Drepanopus_forcipatus,Copepoda,20,7,13,39.298641770467206,0.001049317943336831,2,0,0.05053763776144924,modspe,NA
146,Neocalanus_tonsus,Copepoda,20,7,13,23.568265970329307,0.0010471204188481676,2.327,0.272,0.0575103175219691,modspe,NA
147,Rhincalanus_gigas,Copepoda,29,15,14,141.51521089929076,0.0011574074074074073,2.687,0.375,0.050018480259105595,modhub,NA
148,Grimothea_spinosa,Decapoda,10,0,10,0,8.453085376162299e-4,1,0,0.01973749205755613,modspe,NA
149,Balaenoptera_bonaerensis,MarineMammals_1,10,10,0,0,9.442870632672333e-4,3.634,0.142,0.045594607014766565,modspe,Pelagic
150,Balaenoptera_borealis,MarineMammals_1,12,12,0,0,9.624639076034649e-4,3.487,0.321,0.04658839662818619,modspe,Pelagic
151,Balaenoptera_physalus,MarineMammals_1,12,12,0,0,9.624639076034649e-4,3.487,0.321,0.04658839662818619,modspe,Pelagic
152,Balticina_africana,Cnidaria_benthic,10,9,1,15.73611111111111,0.0010582010582010583,2.778,0.395,0.06297151285645243,modspe,NA
153,Bathybiaster_loripes,Echinodermata,5,4,1,25.749999999999996,0.0010256410256410256,3.155,0.453,0.06734137164578193,modspe,Benthic
154,Bathyraja_albomaculata,Fish_Chond,11,10,1,52.13745644599304,0.001,3.881,0.589,0.032848514819975194,modspe,NA
155,Tinerfe_cyanea,Zooplankton,23,7,16,167.0633058884881,0.0011173184357541898,3.256,0.67,0.04690902644858852,modspe,Pelagic
156,Thymops_birsteini,Decapoda,10,1,9,3.859310878823074,9.624639076034649e-4,3,0,0.027753533690069592,modspe,NA
157,Myxine_spp,Fish_Demersal,10,4,6,14.830157284109827,0.0011299435028248588,2.667,0.444,0.05974740512102283,modspe,Demersal
158,Travisia_kerguelensis,Polychaeta,4,2,2,1.524390243902439,0.001034126163391934,2.5,0.25,0.084419345601877,modspe,Benthic
159,Iluocoetes_fimbriatus,Fish_Demersal,10,1,9,3.321428571428571,9.319664492078285e-4,4.256,0,0.03873923053525263,modspe,Demersal
160,Bathyraja_brachyurops,Fish_Chond,35,33,2,472.7282969063457,0.001092896174863388,3.951,0.73,0.04431715369676611,modspe,NA
161,Lithodes_confundens,Decapoda,14,8,6,208.5377807603418,0.0010626992561105207,3.194,0.651,0.042708529675303634,modcon,NA
162,Lithodes_couesi,Decapoda,13,8,5,114.7955119180729,0.001037344398340249,3.194,0.651,0.036352194198104086,modcon,NA
163,Lithodes_turkayi,Decapoda,12,7,5,113.20463890219989,0.0010319917440660474,3.222,0.738,0.03466209752212709,modcon,NA
164,Cottoperca_trigloides,Fish_BenPel,20,16,4,595.7,9.881422924901185e-4,4.164,0.742,0.04676612171415626,modspe,Benthopelagic
165,Argeneuthria_varicosa,Gastropoda,1,0,1,0,7.763975155279503e-4,1,0,0.009977485817931724,modspe,Benthic
166,Odontocymbiola_magellanica,Gastropoda,5,2,3,87.83655303030302,9.165902841429881e-4,3.697,0.169,0.017683011471415152,modspe,Benthic
167,Bathyraja_cousseauae,Fish_Chond,4,4,0,0,8.525149190110827e-4,3.167,0.028,0.008998440340225938,modspe,NA
168,Pagurus_forceps,Decapoda,11,3,8,9.293575185604263,0.0011587485515643105,2.333,0.222,0.061632772269677956,modspe,NA
169,Bathyraja_griseocauda,Fish_Chond,29,28,1,0,0.0010683760683760685,3.92,0.572,0.04636668551128121,modspe,NA
170,Bathyraja_multispinis,Fish_Chond,11,10,1,2,9.182736455463728e-4,3.033,0.21,0.013128048629645887,modspe,NA
171,Bathyraja_scaphiops,Fish_Chond,9,8,1,1,9.99000999000999e-4,3.868,0.281,0.03505177339544287,modspe,NA
172,Psammobatis_rudis,Fish_Chond,5,4,1,0,9.199632014719411e-4,3.439,0.264,0.01577291669043058,modspe,NA
173,Bathyraja_macloviana,Fish_Chond,10,10,0,0,9.025270758122744e-4,3.42,0.545,0.008981943553744631,modspe,NA
174,Bryozoa,Bryozoa,15,3,12,34.661281827989036,0.0010869565217391304,2,0,0.044941620347566755,modcon,Benthic
175,Caecianiropsis_ectiformis,Isopoda,1,1,0,0,9.49667616334283e-4,2,0,0.1824134210016563,modspe,NA
176,Rhizosolenia_crassa,Diatoms,8,0,8,0,8.818342151675485e-4,1,0,0.024379308344188996,modspe,NA
177,Calcarea,Porifera,9,9,0,0,9.871668311944718e-4,2.111,0.099,0.07316396560195466,modspe,Benthic
178,Callochiton_puniceus,Polyplacophora,4,3,1,0.7857142857142856,0.0010706638115631692,2.333,0.222,0.10161082155027235,modspe,Benthic
179,Campanularia_sp,Cnidaria_benthic,2,1,1,0.3333333333333333,9.92063492063492e-4,2,0,0.11380955636633376,modspe,NA
180,Campylaspis_spp,Cumacea,10,9,1,0.709442528404896,0.0010626992561105207,2.793,0.537,0.06976383596256401,modcon,NA
181,Careproctus_sp,Fish_BenPel,7,6,1,0,0.0011198208286674132,2.901,0.681,0.06679566080114702,modspe,Benthopelagic
182,Convexella_magelhaenica,Coral,14,10,4,21.878968253968246,0.0010706638115631692,2.7,0.41,0.05727701719350524,modspe,NA
183,Ceramaster_patagonicus,Echinodermata,4,4,0,0,7.751937984496124e-4,3.529,0.096,0.012233534567067219,modspe,Benthic
184,Ideogorgia_laurae,Coral,6,3,3,3,0.001049317943336831,2,0,0.07814319461537982,modspe,NA
185,Primnoella_scotiae,Coral,13,9,4,20.736111111111107,0.0010718113612004287,2.778,0.395,0.052937655384304276,modspe,NA
186,Primnoisis_antarctica,Coral,14,11,3,19,0.0010683760683760685,2.636,0.413,0.07321207998868352,modspe,NA
187,Chaetopterus_antarcticus,Polychaeta,1,1,0,0,9.49667616334283e-4,2,0,0.1824134210016563,modspe,Benthic
188,Cheiraster_(Luidiaster)_gerlachei,Echinodermata,4,4,0,0,0.0010030090270812437,3.469,0.847,0.06987006524036148,modspe,Benthic
189,Ophiacantha_sp,Echinodermata,4,1,3,2,8.873114463176575e-4,3,0,0.016241541687928386,modspe,Benthic
190,Ophiacantha_vivipara,Echinodermata,7,6,1,26.990476190476194,8.873114463176575e-4,3.441,0.052,0.025606162503927773,modspe,Benthic
191,Cirratulidae,Polychaeta,5,2,3,2.5399345601675676,0.001091703056768559,2.5,0.25,0.08559380670136402,modspe,Benthic
192,Cladodactyla_crocea,Echinodermata,3,3,0,0,8.605851979345956e-4,2,0,0.08242960672136651,modspe,Benthic
193,Clathria_spp,Porifera,2,1,1,0,9.737098344693282e-4,2,0,0.12306391729937835,modspe,Benthic
194,Clavularia_sp,Coral,6,4,2,6.283333333333333,9.9601593625498e-4,2.25,0.187,0.07334430493710802,modspe,NA
195,Cnemidocarpa_spp,Ascidiacea,12,10,2,3.184523809523809,0.0010905125408942203,2.1,0.09,0.09587992437741205,modspe,Benthic
196,Eggs_Fish,Zooplankton,9,0,9,0,9.569377990430622e-4,1,0,0.03671204533213397,modspe,Pelagic
197,Sabellidae,Polychaeta,8,6,2,193.29702380952384,0.0011013215859030838,2.252,0.317,0.10214108673697075,modcon,Benthic
198,Copepodite,Zooplankton,10,9,1,13.67524417412094,8.635578583765112e-4,2.778,0.395,0.03642081724256577,modspe,Pelagic
199,Coperonus_comptus,Isopoda,2,2,0,0,0.001,2.5,0.25,0.12985064454146744,modspe,NA
200,Cosmasterias_lurida,Echinodermata,12,12,0,0,8.77963125548727e-4,3.238,0.418,0.011831422574875999,modspe,Benthic
201,Pseudechinus_magellanicus,Echinodermata,9,4,5,92.99588744588743,9.569377990430622e-4,2.5,0.25,0.021331014022082692,modspe,Benthic
202,Schizasteridae,Echinodermata,5,1,4,1.3095238095238093,0.0010162601626016261,2,0,0.06748284834648469,modspe,Benthic
203,Sterechinus_agassizii,Echinodermata,6,2,4,54.72878787878788,9.107468123861566e-4,3.188,0.009,0.015722775690052773,modspe,Benthic
204,Leptochiton_kerguelensis,Polyplacophora,4,3,1,0.7857142857142856,0.0010706638115631692,2.333,0.222,0.10161082155027235,modspe,Benthic
205,Leptochiton_medinae,Polyplacophora,4,3,1,0.7857142857142856,0.0010706638115631692,2.333,0.222,0.10161082155027235,modspe,Benthic
206,Nuttallochiton_hyadesi,Polyplacophora,4,3,1,0.7857142857142856,0.0010706638115631692,2.333,0.222,0.10161082155027235,modspe,Benthic
207,Nuttallochiton_martiali,Polyplacophora,4,3,1,0.7857142857142856,0.0010706638115631692,2.333,0.222,0.10161082155027235,modspe,Benthic
208,Cottunculus_granulosus,Fish_Demersal,10,10,0,0,9.99000999000999e-4,3.729,0.719,0.03232995985527056,modspe,Demersal
